"state","district","registered_users"
"assam","charaideo district","63748"
"chhattisgarh","dantewada district","63734"
"uttar-pradesh","sitapur district","63705"
"jharkhand","ramgarh district","63704"
"assam","dhemaji district","63658"
"uttar-pradesh","shravasti district","63555"
"rajasthan","banswara district","63551"
"uttarakhand","uttarkashi district","63536"
"andaman-&-nicobar-islands","south andaman district","63487"
"assam","tamulpur district","63474"
"uttar-pradesh","kasganj district","63472"
"karnataka","bagalkote district","63460"
"tamil-nadu","cuddalore district","63447"
"madhya-pradesh","dhar district","63440"
"nagaland","dimapur district","63398"
"tripura","unakoti district","63383"
"assam","nalbari district","63327"
"uttar-pradesh","bara banki district","63323"
"jammu-&-kashmir","udhampur district","63296"
"bihar","sheohar district","63289"
"punjab","mansa district","63277"
"jharkhand","giridih district","63248"
"bihar","saran district","63245"
"jammu-&-kashmir","rajouri district","63232"
"punjab","fatehgarh sahib district","63217"
"madhya-pradesh","raisen district","63216"
"odisha","sambalpur district","63200"
"kerala","idukki district","63188"
"maharashtra","wardha district","63159"
"uttar-pradesh","pilibhit district","63133"
"assam","chirang district","63080"
"haryana","fatehabad district","63066"
"west-bengal","kalimpong district","63057"
"maharashtra","dhule district","63040"
"odisha","sonepur district","62975"
"jammu-&-kashmir","kulgam district","62943"
"jharkhand","lohardaga district","62940"
"karnataka","koppal district","62937"
"uttarakhand","bageshwar district","62927"
"tripura","sepahijala district","62906"
"madhya-pradesh","dewas district","62902"
"chhattisgarh","dhamtari district","62892"
"nagaland","kohima district","62890"
"jharkhand","khunti district","62864"
"jammu-&-kashmir","kishtwar district","62858"
"assam","baksa district","62833"
"jharkhand","simdega district","62829"
"jharkhand","pakur district","62824"
"uttar-pradesh","mahoba district","62821"
"uttarakhand","chamoli district","62779"
"assam","biswanath district","62778"
"jammu-&-kashmir","kathua district","62777"
"tripura","south tripura district","62764"
"odisha","rayagada district","62764"
"assam","karbi anglong district","62752"
"odisha","nabarangpur district","62742"
"meghalaya","ri bhoi district","62726"
"west-bengal","koch bihar district","62711"
"puducherry","karaikal district","62687"
"telangana","medak district","62676"
"assam","dibrugarh district","62656"
"uttar-pradesh","etah district","62643"
"ladakh","leh ladakh district","62633"
"bihar","madhepura district","62629"
"mizoram","aizawl district","62605"
"odisha","boudh district","62600"
"madhya-pradesh","east nimar district","62581"
"uttar-pradesh","amroha district","62580"
"uttar-pradesh","hardoi district","62574"
"punjab","gurdaspur district","62502"
"chhattisgarh","bastar district","62497"
"assam","dhubri district","62477"
"telangana","nirmal district","62468"
"punjab","shahid bhagat singh nagar district","62459"
"haryana","rohtak district","62452"
"madhya-pradesh","damoh district","62435"
"jharkhand","gumla district","62413"
"assam","golaghat district","62401"
"madhya-pradesh","barwani district","62370"
"jammu-&-kashmir","budgam district","62364"
"tripura","dhalai district","62353"
"chhattisgarh","surguja district","62300"
"jharkhand","jamtara district","62283"
"assam","udalguri district","62273"
"haryana","yamunanagar district","62261"
"tamil-nadu","tiruchirappalli district","62230"
"assam","sonitpur district","62218"
"telangana","kumuram bheem asifabad district","62210"
"jammu-&-kashmir","srinagar district","62190"
"gujarat","porbandar district","62166"
"madhya-pradesh","anuppur district","62143"
"tripura","north tripura district","62140"
"jharkhand","dumka district","62129"
"tripura","gomati district","62115"
"odisha","gajapati district","62087"
"odisha","kendrapara district","62080"
"karnataka","haveri district","62080"
"himachal-pradesh","sirmaur district","62048"
"bihar","banka district","62041"
"madhya-pradesh","burhanpur district","62012"
"manipur","imphal east district","62004"
"maharashtra","ratnagiri district","61998"
"chhattisgarh","balod district","61992"
"madhya-pradesh","ashoknagar district","61984"
"telangana","rajanna sircilla district","61982"
"chhattisgarh","surajpur district","61965"
"madhya-pradesh","alirajpur district","61920"
"madhya-pradesh","bhind district","61906"
"chhattisgarh","kanker district","61891"
"chhattisgarh","bijapur district","61882"
"rajasthan","jalore district","61847"
"sikkim","east district","61820"
"rajasthan","pali district","61805"
"uttar-pradesh","auraiya district","61805"
"sikkim","south district","61782"
"chhattisgarh","kondagaon district","61738"
"uttarakhand","champawat district","61714"
"chhattisgarh","gariyaband district","61687"
"jammu-&-kashmir","samba district","61677"
"uttar-pradesh","sant kabeer nagar district","61589"
"punjab","faridkot district","61578"
"assam","hailakandi district","61575"
"punjab","firozepur district","61557"
"telangana","siddipet district","61535"
"telangana","narayanpet district","61454"
"rajasthan","jaisalmer district","61453"
"chhattisgarh","mohla manpur ambagarh chouki district","61384"
"jharkhand","latehar district","61376"
"uttarakhand","rudraprayag district","61372"
"uttar-pradesh","mainpuri district","61346"
"odisha","kandhamal district","61330"
"madhya-pradesh","sheopur district","61321"
"jammu-&-kashmir","pulwama district","61306"
"jharkhand","koderma district","61305"
"gujarat","devbhumi dwarka district","61293"
"meghalaya","west garo hills district","61273"
"telangana","jangaon district","61250"
"rajasthan","hanumangarh district","61196"
"madhya-pradesh","harda district","61192"
"madhya-pradesh","sehore district","61158"
"jammu-&-kashmir","anantnag district","61151"
"assam","charaideo district","61141"
"odisha","nayagarh district","61134"
"gujarat","chhotaudepur district","61097"
"telangana","kamareddy district","61083"
"uttar-pradesh","deoria district","61062"
"himachal-pradesh","una district","61055"
"himachal-pradesh","bilaspur district","61050"
"uttar-pradesh","rae bareli district","61003"
"assam","bongaigaon district","60981"
"karnataka","kodagu district","60977"
"chhattisgarh","balrampur district","60953"
"odisha","deogarh district","60935"
"uttar-pradesh","shamli district","60928"
"uttar-pradesh","unnao district","60921"
"telangana","adilabad district","60912"
"uttar-pradesh","sambhal district","60840"
"west-bengal","kalimpong district","60803"
"karnataka","shivamogga district","60797"
"maharashtra","hingoli district","60769"
"assam","tamulpur district","60754"
"odisha","bargarh district","60736"
"uttar-pradesh","kannauj district","60722"
"telangana","mahbubnagar district","60718"
"jharkhand","simdega district","60689"
"gujarat","navsari district","60676"
"rajasthan","jhalawar district","60666"
"tamil-nadu","ramanathapuram district","60663"
"jharkhand","godda district","60653"
"uttar-pradesh","kushinagar district","60631"
"madhya-pradesh","niwari district","60568"
"chhattisgarh","dantewada district","60561"
"assam","tinsukia district","60548"
"uttar-pradesh","bulandshahr district","60527"
"tamil-nadu","theni district","60522"
"uttarakhand","bageshwar district","60503"
"karnataka","kolar district","60498"
"bihar","aurangabad district","60487"
"rajasthan","barmer district","60424"
"west-bengal","jalpaiguri district","60422"
"bihar","sheikhpura district","60415"
"bihar","gopalganj district","60406"
"chhattisgarh","kabirdham district","60401"
"maharashtra","jalna district","60373"
"jharkhand","west singhbhum district","60358"
"haryana","mahendragarh district","60336"
"madhya-pradesh","chhatarpur district","60318"
"jammu-&-kashmir","kulgam district","60317"
"madhya-pradesh","shivpuri district","60316"
"uttarakhand","pithoragarh district","60279"
"chhattisgarh","baloda bazar district","60270"
"nagaland","kohima district","60269"
"kerala","wayanad district","60200"
"puducherry","karaikal district","60186"
"chhattisgarh","janjgir champa district","60185"
"tamil-nadu","vellore district","60166"
"punjab","fazilka district","60134"
"assam","chirang district","60134"
"uttarakhand","bageshwar district","60132"
"kerala","pathanamthitta district","60107"
"gujarat","kheda district","60097"
"kerala","kottayam district","60088"
"jharkhand","khunti district","60069"
"telangana","jaya shankar bhalupally district","60052"
"bihar","araria district","60052"
"assam","kokrajhar district","60046"
"tamil-nadu","ariyalur district","60040"
"rajasthan","dholpur district","60029"
"bihar","nawada district","59996"
"west-bengal","jhargram district","59993"
"arunachal-pradesh","papum pare district","59968"
"madhya-pradesh","dindori district","59962"
"gujarat","sabar kantha district","59955"
"punjab","moga district","59945"
"uttar-pradesh","farrukhabad district","59929"
"karnataka","chikkamagaluru district","59911"
"uttar-pradesh","lalitpur district","59896"
"uttar-pradesh","sonbhadra district","59887"
"tamil-nadu","tenkasi district","59877"
"karnataka","chikkaballapura district","59818"
"andaman-&-nicobar-islands","south andaman district","59807"
"uttar-pradesh","banda district","59791"
"kerala","kollam district","59777"
"assam","darrang district","59770"
"uttar-pradesh","siddharthnagar district","59751"
"tripura","dhalai district","59728"
"assam","hojai district","59718"
"kerala","kasaragod district","59697"
"punjab","amritsar district","59685"
"telangana","mancherial district","59684"
"punjab","hoshiarpur district","59684"
"punjab","pathankot district","59669"
"madhya-pradesh","singrauli district","59664"
"madhya-pradesh","mandla district","59617"
"assam","south salmara mancachar district","59558"
"uttar-pradesh","balrampur district","59530"
"madhya-pradesh","vidisha district","59517"
"tripura","gomati district","59506"
"punjab","barnala district","59490"
"jammu-&-kashmir","kupwara district","59485"
"tamil-nadu","viluppuram district","59484"
"gujarat","dohad district","59460"
"uttar-pradesh","fatehpur district","59456"
"mizoram","aizawl district","59433"
"uttar-pradesh","ballia district","59431"
"odisha","nuapada district","59403"
"jharkhand","lohardaga district","59387"
"jharkhand","palamu district","59382"
"chhattisgarh","sukma district","59373"
"telangana","mulugu district","59368"
"chhattisgarh","bijapur district","59368"
"sikkim","south district","59357"
"chhattisgarh","jashpur district","59351"
"haryana","charkhi dadri district","59348"
"rajasthan","chittorgarh district","59344"
"jammu-&-kashmir","rajouri district","59304"
"chhattisgarh","mungeli district","59262"
"madhya-pradesh","satna district","59252"
"tamil-nadu","the nilgiris district","59223"
"assam","marigaon district","59197"
"himachal-pradesh","kullu district","59192"
"karnataka","chitradurga district","59180"
"uttarakhand","uttarkashi district","59174"
"uttarakhand","champawat district","59167"
"jammu-&-kashmir","baramulla district","59123"
"karnataka","chamarajanagara district","59101"
"tamil-nadu","kallakkurichi district","59098"
"madhya-pradesh","neemuch district","59043"
"odisha","malkangiri district","59019"
"uttar-pradesh","hapur district","59018"
"gujarat","gir somnath district","58991"
"odisha","kendujhar district","58968"
"tamil-nadu","perambalur district","58963"
"himachal-pradesh","hamirpur district","58950"
"maharashtra","sindhudurg district","58911"
"sikkim","namchi district","58886"
"tripura","sepahijala district","58818"
"gujarat","narmada district","58790"
"punjab","sri muktsar sahib district","58786"
"jharkhand","chatra district","58784"
